confidence,book,chapter,verse,strongs,lemma,gloss_meaning,db_count,source_count,db_ancient_texts,db_english_glosses,source_words,db_token_ids
MEDIUM,Jhn,6,52,G1473,ἐγώ,I,1,0,ημιν,us,,285668
MEDIUM,Jhn,6,53,G3004,λέγω,to say,2,1,ειπεν | λεγω,said | I say,λέγω,285675 | 285679
MEDIUM,Jhn,6,56,G2504,κἀγώ,and + I,1,0,καγω,and I,,285749
MEDIUM,Jhn,6,57,G2198,ζάω,to live,3,2,ζων | ζω | ζησεται,living | live | shall live,ζῶν | ζῶ,285755 | 285760 | 285769
MEDIUM,Jhn,6,57,G2504,κἀγώ,and + I,1,0,καγω,and I,,285759
MEDIUM,Jhn,6,57,G2548,κἀκεῖνος,and + that one,1,0,κακεινος,even he,,285768
MEDIUM,Jhn,6,58,G2198,ζάω,to live,1,0,ζησεται,shall live,,285798
MEDIUM,Jhn,6,59,G3004,λέγω,to say,1,0,ειπεν,said he,,285803
MEDIUM,Jhn,6,60,G3004,λέγω,to say,1,0,ειπον,said,,285816
MEDIUM,Jhn,6,61,G1492,εἴδω,to see; to know,1,0,ειδως,knew,,285831
MEDIUM,Jhn,6,61,G3004,λέγω,to say,1,0,ειπεν,he said,,285841
MEDIUM,Jhn,6,62,G4386,πρότερον,earlier; former,1,0,προτερον,before,,285858
MEDIUM,Jhn,6,63,G2980,λαλέω,to speak,1,0,λαλω,speak,,285873
MEDIUM,Jhn,6,65,G1473,ἐγώ,I,2,0,με | μου,me | my,,285916 | 285923
MEDIUM,Jhn,6,66,G0565,ἀπέρχομαι,to go away,1,0,απηλθον,went,,285934
MEDIUM,Jhn,6,66,G3765,οὐκέτι,no longer,1,0,ουκετι,no more,,285940
MEDIUM,Jhn,6,67,G3004,λέγω,to say,1,0,ειπεν,said,,285944
MEDIUM,Jhn,6,69,G1473,ἐγώ,I,1,0,ημεις,we,,285969
MEDIUM,Jhn,6,69,G5207,υἱός,son,1,0,υιος,the Son,,285979
MEDIUM,Jhn,6,71,G2469,Ἰσκαριώτης,Iscariot,1,0,ισκαριωτην,Iscariot,,286007
MEDIUM,Jhn,6,71,G3860,παραδίδωμι,to hand over,1,0,παραδιδοναι,betray,,286012
MEDIUM,Jhn,7,1,G2424,Ἰησοῦς,Jesus,1,0,ιησους,Jesus,,286023
MEDIUM,Jhn,7,1,G4043,περιπατέω,to walk,2,1,περιεπατει | περιπατειν,walked | walk,"περιπατεῖν,",286024 | 286031
MEDIUM,Jhn,7,3,G3004,λέγω,to say,1,0,ειπον,said,,286054
MEDIUM,Jhn,7,3,G2334,θεωρέω,to see,1,0,θεωρησωσιν,see,,286069
MEDIUM,Jhn,7,4,G5100,τὶς,anyone,1,0,τι,any thing,,286078
MEDIUM,Jhn,7,4,G1510,εἰμί,to be,1,0,ειναι,to be known,,286085
MEDIUM,Jhn,7,4,G4572,σεαυτοῦ,yourself,1,0,σεαυτον,thyself,,286092
MEDIUM,Jhn,7,6,G1699,ἐμός,my,1,0,εμος,My,,286110
MEDIUM,Jhn,7,6,G5212,ὑμέτερος,your,1,0,υμετερος,your,,286118
MEDIUM,Jhn,7,8,G1699,ἐμός,my,1,0,εμος,my,,286162
MEDIUM,Jhn,7,9,G3004,λέγω,to say,1,0,ειπων,he had said,,286169
MEDIUM,Jhn,7,9,G0846,αὐτός,he,1,0,αυτοις,unto them,,286171
MEDIUM,Jhn,7,10,G0846,αὐτός,he,2,1,αυτου | αυτος,his | he,αὐτοῦ,286178 | 286184
MEDIUM,Jhn,7,10,G5119,τότε,then,1,0,τοτε,then,,286182
MEDIUM,Jhn,7,10,G2532,καί,and,1,0,και,also,,286185
MEDIUM,Jhn,7,12,G4183,πολύς,many,1,0,πολυς,much,,286211
MEDIUM,Jhn,7,15,G1492,εἴδω,to see; to know,1,0,οιδεν,knoweth,,286262
MEDIUM,Jhn,7,16,G3004,λέγω,to say,1,0,ειπεν,said,,286273
MEDIUM,Jhn,7,17,G1683,ἐμαυτοῦ,myself,1,0,εμαυτου,myself,,286304
MEDIUM,Jhn,7,19,G1473,ἐγώ,I,1,0,με,me,,286350
MEDIUM,Jhn,7,20,G3004,λέγω,to say,1,0,ειπεν,said,,286355
MEDIUM,Jhn,7,21,G3004,λέγω,to say,1,0,ειπεν,said,,286366
MEDIUM,Jhn,7,24,G2919,κρίνω,to judge,2,1,κρινετε | κρινατε,Judge | judge,κρίνετε,286420 | 286425
MEDIUM,Jhn,7,26,G3708,ὁράω,to see,1,0,ιδε,lo,,286443
MEDIUM,Jhn,7,26,G3379,μήποτε,lest; in order that not,1,0,μηποτε,.,,286450
MEDIUM,Jhn,7,27,G1492,εἴδω,to see; to know,1,0,οιδαμεν,we know,,286463
MEDIUM,Jhn,7,28,G1683,ἐμαυτοῦ,myself,1,0,εμαυτου,myself,,286499
MEDIUM,Jhn,7,29,G1473,ἐγώ,I,2,1,εγω | με,I | me,ἐγὼ,286511 | 286520
MEDIUM,Jhn,7,29,G1492,εἴδω,to see; to know,1,0,οιδα,know,,286512
MEDIUM,Jhn,7,29,G2548,κἀκεῖνος,and + that one,1,0,κακεινος,and he,,286518
MEDIUM,Jhn,7,31,G1161,δέ,but; and,1,0,δε,And,,286539
MEDIUM,Jhn,7,31,G4183,πολύς,many,1,0,πολλοι,many,,286540
MEDIUM,Jhn,7,31,G3385,μήτι,not,1,0,μητι,.,,286554
MEDIUM,Jhn,7,32,G0749,ἀρχιερεύς,high priest,1,0,αρχιερεις,the chief priests,,286577
MEDIUM,Jhn,7,33,G3004,λέγω,to say,1,0,ειπεν,said,,286584
MEDIUM,Jhn,7,33,G5550,χρόνος,time,1,0,χρονον,while,,286590
MEDIUM,Jhn,7,33,G1473,ἐγώ,I,1,0,με,me,,286599
MEDIUM,Jhn,7,34,G1473,ἐγώ,I,2,1,με | εγω,me | I,ἐγὼ,286601 | 286608
MEDIUM,Jhn,7,35,G3004,λέγω,to say,1,0,ειπον,said,,286615
MEDIUM,Jhn,7,35,G1473,ἐγώ,I,1,0,ημεις,we,,286625
MEDIUM,Jhn,7,36,G3778,οὗτος,this,1,0,ουτος,this,,286646
MEDIUM,Jhn,7,36,G3004,λέγω,to say,1,0,ειπεν,he said,,286648
MEDIUM,Jhn,7,36,G1473,ἐγώ,I,2,1,με | εγω,me | I,ἐγὼ,286650 | 286657
MEDIUM,Jhn,7,37,G1473,ἐγώ,I,1,0,με,me,,286683
MEDIUM,Jhn,7,38,G3004,λέγω,to say,1,0,ειπεν,hath said,,286693
MEDIUM,Jhn,7,39,G3004,λέγω,to say,1,0,ειπεν,spake he,,286705
MEDIUM,Jhn,7,39,G3739,ὅς,who; what,1,0,ου,which,,286709
MEDIUM,Jhn,7,39,G4100,πιστεύω,to believe,1,0,πιστευοντες,they that believe,,286711
MEDIUM,Jhn,7,40,G3767,οὖν,therefore; then,1,0,ουν,therefore,,286732
MEDIUM,Jhn,7,40,G3056,λόγος,word,1,0,λογον,this saying,,286735
MEDIUM,Jhn,7,42,G3780,οὐχί,not,1,0,ουχι,not,,286760
MEDIUM,Jhn,7,42,G2064,ἔρχομαι,to come,1,0,ερχεται,cometh,,286767
MEDIUM,Jhn,7,43,G1096,γίνομαι,to be,1,0,εγενετο,there was,,286781
MEDIUM,Jhn,7,45,G3004,λέγω,to say,1,0,ειπον,said,,286813
MEDIUM,Jhn,7,46,G2980,λαλέω,to speak,1,0,ελαλησεν,spake,,286826
MEDIUM,Jhn,7,49,G1944,ἐπικατάρατος,accursed; cursed,1,0,επικαταρατοι,cursed,,286865
MEDIUM,Jhn,7,51,G1473,ἐγώ,I,1,0,ημων,our,,286881
MEDIUM,Jhn,7,51,G4386,πρότερον,earlier; former,1,0,προτερον,before,,286889
MEDIUM,Jhn,7,52,G3004,λέγω,to say,1,0,ειπον,said,,286899
MEDIUM,Jhn,7,52,G3708,ὁράω,to see,1,0,ιδε,look,,286910
MEDIUM,Jhn,7,52,G1453,ἐγείρω,to raise up,1,0,εγηγερται,ariseth,,286915
MEDIUM,Jhn,7,52,G4396,προφήτης,prophet,1,0,προφητης,prophet,,286917
MEDIUM,Jhn,8,1,G1636,ἐλαία,olive tree,1,0,ελαιων,of Olives,,286932
MEDIUM,Jhn,8,5,G1473,ἐγώ,I,1,0,ημιν,us,,286984
MEDIUM,Jhn,8,7,G3004,λέγω,to say,1,0,ειπεν,and said,,287020
MEDIUM,Jhn,8,7,G3037,λίθος,stone,1,0,λιθον,a stone,,287030
MEDIUM,Jhn,8,8,G2955,κύπτω,to bend down,1,0,κυψας,he stooped,,287035
MEDIUM,Jhn,8,9,G0756,ἄρχομαι,to begin,1,0,αρξαμενοι,beginning,,287053
MEDIUM,Jhn,8,10,G3004,λέγω,to say,1,0,ειπεν,he said,,287081
MEDIUM,Jhn,8,12,G2980,λαλέω,to speak,1,0,ελαλησεν,spake,,287115
MEDIUM,Jhn,8,12,G0846,αὐτός,he,1,0,αυτοις,unto them,,287119
MEDIUM,Jhn,8,13,G3004,λέγω,to say,1,0,ειπον,said,,287146
MEDIUM,Jhn,8,13,G4572,σεαυτοῦ,yourself,1,0,σεαυτου,thyself,,287151
MEDIUM,Jhn,8,14,G3004,λέγω,to say,1,0,ειπεν,said,,287161
MEDIUM,Jhn,8,14,G2579,κἄν,and + if,1,0,καν,Though,,287163
MEDIUM,Jhn,8,14,G1683,ἐμαυτοῦ,myself,1,0,εμαυτου,myself,,287167
MEDIUM,Jhn,8,14,G1492,εἴδω,to see; to know,2,0,οιδα | οιδατε,I know | tell,,287174 | 287183
MEDIUM,Jhn,8,16,G1699,ἐμός,my,1,0,εμη,my,,287204
MEDIUM,Jhn,8,16,G0227,ἀληθής,true,1,0,αληθης,true,,287208
MEDIUM,Jhn,8,17,G5212,ὑμέτερος,your,1,0,υμετερω,your,,287226
MEDIUM,Jhn,8,18,G1683,ἐμαυτοῦ,myself,1,0,εμαυτου,myself,,287241
MEDIUM,Jhn,8,19,G0302,ἄν,untranslatable particle,1,0,αν,.,,287273
MEDIUM,Jhn,8,21,G3004,λέγω,to say,1,0,ειπεν,said,,287303
MEDIUM,Jhn,8,23,G3004,λέγω,to say,1,0,ειπεν,he said,,287343
MEDIUM,Jhn,8,24,G3004,λέγω,to say,1,0,ειπον,I said,,287368
MEDIUM,Jhn,8,25,G3004,λέγω,to say,2,1,ελεγον | ειπεν,said they | saith,ἔλεγον,287390 | 287398
MEDIUM,Jhn,8,25,G1510,εἰμί,to be,1,0,ει,.,,287393
MEDIUM,Jhn,8,26,G2504,κἀγώ,and + I,1,0,καγω,and I,,287420
MEDIUM,Jhn,8,26,G3004,λέγω,to say,1,0,λεγω,speak,,287421
MEDIUM,Jhn,8,28,G3004,λέγω,to say,1,0,ειπεν,said,,287438
MEDIUM,Jhn,8,28,G1473,ἐγώ,I,3,2,εγω | μου | με,I | my | me,ἐγώ | ἐμαυτοῦ,287451 | 287460 | 287464
MEDIUM,Jhn,8,28,G1683,ἐμαυτοῦ,myself,1,0,εμαυτου,myself,,287457
MEDIUM,Jhn,8,31,G1699,ἐμός,my,1,0,εμω,my,,287511
MEDIUM,Jhn,8,33,G0846,αὐτός,he,1,0,αυτω,him,,287529
MEDIUM,Jhn,8,37,G1492,εἴδω,to see; to know,1,0,οιδα,I know,,287589
MEDIUM,Jhn,8,37,G1699,ἐμός,my,1,0,εμος,my,,287600
MEDIUM,Jhn,8,38,G1473,ἐγώ,I,2,1,εγω | μου,I | my,ἐγὼ,287608 | 287614
MEDIUM,Jhn,8,39,G3004,λέγω,to say,2,1,ειπον | λεγει,said | saith,λέγει,287629 | 287638
MEDIUM,Jhn,8,39,G1510,εἰμί,to be,2,1,εστιν | ητε,is | were,ἐστιν.,287632 | 287641
MEDIUM,Jhn,8,39,G1473,ἐγώ,I,1,0,ημων,our,,287633
MEDIUM,Jhn,8,40,G1473,ἐγώ,I,1,0,με,me,,287655
MEDIUM,Jhn,8,41,G3004,λέγω,to say,1,0,ειπον,said they,,287679
MEDIUM,Jhn,8,41,G1473,ἐγώ,I,1,0,ημεις,We,,287681
MEDIUM,Jhn,8,42,G3004,λέγω,to say,1,0,ειπεν,said,,287694
MEDIUM,Jhn,8,42,G1683,ἐμαυτοῦ,myself,1,0,εμαυτου,myself,,287717
MEDIUM,Jhn,8,43,G1699,ἐμός,my,2,0,εμην | εμον,my | my,,287728 | 287738
MEDIUM,Jhn,8,45,G1473,ἐγώ,I,2,1,εγω | μοι,I | me,ἐγὼ,287789 | 287794
MEDIUM,Jhn,8,46,G1473,ἐγώ,I,2,0,με | μοι,me | me,,287800 | 287813
MEDIUM,Jhn,8,48,G3004,λέγω,to say,2,1,ειπον | λεγομεν,said | Say,λέγομεν,287840 | 287842
MEDIUM,Jhn,8,48,G1473,ἐγώ,I,1,0,ημεις,we,,287843
MEDIUM,Jhn,8,49,G1473,ἐγώ,I,3,1,εγω | μου | με,I | my | me,ἐγὼ,287855 | 287861 | 287867
MEDIUM,Jhn,8,50,G1473,ἐγώ,I,2,1,εγω | μου,I | mine own,ἐγὼ,287869 | 287872
MEDIUM,Jhn,8,51,G1699,ἐμός,my,1,0,εμον,my,,287888
MEDIUM,Jhn,8,52,G3004,λέγω,to say,2,1,ειπον | λεγεις,said | sayest,λέγεις·,287900 | 287916
MEDIUM,Jhn,8,52,G1473,ἐγώ,I,1,0,μου,my,,287920
MEDIUM,Jhn,8,53,G1473,ἐγώ,I,1,0,ημων,our,,287935
MEDIUM,Jhn,8,53,G4572,σεαυτοῦ,yourself,1,0,σεαυτον,thyself,,287948
MEDIUM,Jhn,8,54,G1392,δοξάζω,to glorify,2,1,δοξαζω | δοξαζων,honour | that honoureth,δοξάζων,287953 | 287965
MEDIUM,Jhn,8,54,G1683,ἐμαυτοῦ,myself,1,0,εμαυτον,myself,,287954
MEDIUM,Jhn,8,54,G4771,σύ,you (singular),2,1,υμεις | υμων,ye | your,ὑμεῖς,287968 | 287972
MEDIUM,Jhn,8,55,G1437,ἐάν,if,1,0,εαν,if,,287984
MEDIUM,Jhn,8,55,G3004,λέγω,to say,1,0,ειπω,I should say,,287985
MEDIUM,Jhn,8,55,G4771,σύ,you (singular),1,0,υμων,unto you,,287993
MEDIUM,Jhn,8,56,G3708,ὁράω,to see,2,0,ιδη | ειδεν,see | he saw,,288008 | 288014
MEDIUM,Jhn,8,56,G1699,ἐμός,my,1,0,εμην,my,,288010
MEDIUM,Jhn,8,57,G3004,λέγω,to say,1,0,ειπον,said,,288018
MEDIUM,Jhn,8,58,G3004,λέγω,to say,2,1,ειπεν | λεγω,said | I say,λέγω,288033 | 288037
MEDIUM,Jhn,9,1,G3708,ὁράω,to see,1,0,ειδεν,he saw,,288069
MEDIUM,Jhn,9,4,G1473,ἐγώ,I,2,0,εμε | με,I | me,,288112 | 288119
MEDIUM,Jhn,9,7,G3004,λέγω,to say,1,0,ειπεν,said,,288159
MEDIUM,Jhn,9,8,G4386,πρότερον,earlier; former,1,0,προτερον,before,,288185
MEDIUM,Jhn,9,8,G5185,τυφλός,blind,1,0,τυφλος,blind,,288191
MEDIUM,Jhn,9,9,G1161,δέ,but; and,1,0,δε,.,,288206
MEDIUM,Jhn,9,11,G1473,ἐγώ,I,2,0,μου | μοι,mine | unto me,,288236 | 288241
MEDIUM,Jhn,9,11,G1161,δέ,but; and,1,0,δε,and,,288250
MEDIUM,Jhn,9,12,G3767,οὖν,therefore; then,1,0,ουν,Then,,288255
MEDIUM,Jhn,9,12,G3004,λέγω,to say,2,1,ειπον | λεγει,said they | He said,λέγει·,288256 | 288261
MEDIUM,Jhn,9,12,G1492,εἴδω,to see; to know,1,0,οιδα,I know,,288262
MEDIUM,Jhn,9,15,G3004,λέγω,to say,1,0,ειπεν,He said,,288298
MEDIUM,Jhn,9,15,G1473,ἐγώ,I,1,0,μου,mine,,288303
MEDIUM,Jhn,9,16,G1510,εἰμί,to be,2,1,εστιν | ην,is | there was,ἦν,288319 | 288339
MEDIUM,Jhn,9,16,G3756,οὐ,not,2,1,ουκ | ου,not | not,οὐ,288320 | 288326
MEDIUM,Jhn,9,16,G3844,παρά,from,1,0,παρα,of,,288321
MEDIUM,Jhn,9,16,G2316,θεός,God,1,0,θεου,God,,288323
MEDIUM,Jhn,9,17,G3004,λέγω,to say,3,2,λεγουσιν | λεγεις | ειπεν,They say | sayest | He said,λέγουσιν | λέγεις,288343 | 288348 | 288359
MEDIUM,Jhn,9,17,G5101,τίς,what,1,0,τι,What,,288347
MEDIUM,Jhn,9,18,G1510,εἰμί,to be,1,0,ην,he had been,,288372
MEDIUM,Jhn,9,18,G3755,ὅτου,which [time],1,0,οτου,.,,288377
MEDIUM,Jhn,9,20,G3004,λέγω,to say,1,0,ειπον,said,,288410
MEDIUM,Jhn,9,20,G1492,εἴδω,to see; to know,1,0,οιδαμεν,We know,,288411
MEDIUM,Jhn,9,20,G1473,ἐγώ,I,1,0,ημων,our,,288415
MEDIUM,Jhn,9,21,G1473,ἐγώ,I,1,0,ημεις,we,,288435
MEDIUM,Jhn,9,21,G2192,ἔχω,to have,1,0,εχει,is of,,288439
MEDIUM,Jhn,9,21,G2244,ἡλικία,maturity,1,0,ηλικιαν,age,,288440
MEDIUM,Jhn,9,21,G0848,αὑτοῦ,oneself,1,0,αυτου,himself,,288446
MEDIUM,Jhn,9,22,G3004,λέγω,to say,1,0,ειπον,spake,,288448
MEDIUM,Jhn,9,23,G3004,λέγω,to say,1,0,ειπον,said,,288471
MEDIUM,Jhn,9,23,G2065,ἐρωτάω,to ask,1,0,ερωτησατε,ask,,288478
MEDIUM,Jhn,9,24,G1537,ἐκ,from,1,0,εκ,again,,288481
MEDIUM,Jhn,9,24,G1208,δεύτερος,second,1,0,δευτερου,.,,288482
MEDIUM,Jhn,9,24,G3004,λέγω,to say,1,0,ειπον,said,,288490
MEDIUM,Jhn,9,24,G1473,ἐγώ,I,1,0,ημεις,we,,288496
MEDIUM,Jhn,9,24,G1492,εἴδω,to see; to know,1,0,οιδαμεν,know,,288497
MEDIUM,Jhn,9,24,G3778,οὗτος,this,1,0,ουτος,this,,288499
MEDIUM,Jhn,9,25,G3004,λέγω,to say,1,0,ειπεν,said,,288508
MEDIUM,Jhn,9,26,G1161,δέ,but; and,1,0,δε,Then,,288521
MEDIUM,Jhn,9,26,G3004,λέγω,to say,1,0,ειπον,said they,,288522
MEDIUM,Jhn,9,27,G3004,λέγω,to say,1,0,ειπον,I have told,,288535
MEDIUM,Jhn,9,28,G3004,λέγω,to say,1,0,ειπον,said,,288557
MEDIUM,Jhn,9,28,G1510,εἰμί,to be,2,1,ει | εσμεν,art | are,ἐσμὲν,288559 | 288564
MEDIUM,Jhn,9,28,G1473,ἐγώ,I,1,0,ημεις,we,,288563
MEDIUM,Jhn,9,29,G1473,ἐγώ,I,1,0,ημεις,We,,288568
MEDIUM,Jhn,9,30,G3004,λέγω,to say,1,0,ειπεν,said,,288585
MEDIUM,Jhn,9,30,G3778,οὗτος,this,1,0,τουτω,herein,,288588
MEDIUM,Jhn,9,30,G1492,εἴδω,to see; to know,1,0,οιδατε,know,,288594
MEDIUM,Jhn,9,30,G0455,ἀνοίγω,to open,1,0,ανεωξεν,he hath opened,,288599
MEDIUM,Jhn,9,30,G1473,ἐγώ,I,1,0,μου,mine,,288600
MEDIUM,Jhn,9,31,G1492,εἴδω,to see; to know,1,0,οιδαμεν,we know,,288604
MEDIUM,Jhn,9,34,G3004,λέγω,to say,1,0,ειπον,said,,288647
MEDIUM,Jhn,9,34,G1473,ἐγώ,I,1,0,ημας,us,,288659
MEDIUM,Jhn,9,35,G3004,λέγω,to say,1,0,ειπεν,he said,,288674
MEDIUM,Jhn,9,35,G2316,θεός,God,1,0,θεου,of God,,288683
MEDIUM,Jhn,9,36,G3004,λέγω,to say,1,0,ειπεν,said,,288687
MEDIUM,Jhn,9,37,G3004,λέγω,to say,1,0,ειπεν,said,,288698
MEDIUM,Jhn,9,39,G3004,λέγω,to say,1,0,ειπεν,said,,288722
MEDIUM,Jhn,9,40,G3326,μετά,with,1,0,μετ,with,,288747
MEDIUM,Jhn,9,40,G0846,αὐτός,he,2,1,αυτου | αυτω,him | unto him,αὐτῷ·,288748 | 288753
MEDIUM,Jhn,9,40,G3004,λέγω,to say,1,0,ειπον,said,,288752
MEDIUM,Jhn,9,40,G1473,ἐγώ,I,1,0,ημεις,we,,288756
MEDIUM,Jhn,9,41,G3004,λέγω,to say,2,1,ειπεν | λεγετε,said | ye say,λέγετε,288761 | 288772
MEDIUM,Jhn,10,3,G2564,καλέω,to call,1,0,καλει,he calleth,,288825
MEDIUM,Jhn,10,4,G1492,εἴδω,to see; to know,1,0,οιδασιν,they know,,288849
MEDIUM,Jhn,10,5,G1492,εἴδω,to see; to know,1,0,οιδασιν,they know,,288864
MEDIUM,Jhn,10,6,G3004,λέγω,to say,1,0,ειπεν,spake,,288874
MEDIUM,Jhn,10,7,G3004,λέγω,to say,2,1,ειπεν | λεγω,said | I say,λέγω,288888 | 288895
MEDIUM,Jhn,10,8,G2064,ἔρχομαι,to come,1,0,ηλθον,came,,288906
MEDIUM,Jhn,10,12,G1510,εἰμί,to be,2,1,ων | εισιν,. | are,ὢν,288984 | 288990
MEDIUM,Jhn,10,14,G1097,γινώσκω,to know,2,1,γινωσκω | γινωσκομαι,know | am known,γινώσκω,289033 | 289036
MEDIUM,Jhn,10,14,G1699,ἐμός,my,2,0,εμα | εμων,my | mine,,289034 | 289038
MEDIUM,Jhn,10,14,G5259,ὑπό,by,1,0,υπο,of,,289037
MEDIUM,Jhn,10,15,G1473,ἐγώ,I,2,1,με | μου,me | my,κἀγὼ,289046 | 289053
MEDIUM,Jhn,10,15,G2504,κἀγώ,and + I,1,0,καγω,even so,,289047
MEDIUM,Jhn,10,16,G2548,κἀκεῖνος,and + that one,1,0,κακεινα,them also,,289070
MEDIUM,Jhn,10,16,G1473,ἐγώ,I,2,0,με | μου,I | my,,289071 | 289076
MEDIUM,Jhn,10,16,G1163,δεῖ,it is necessary,1,0,δει,must,,289072
MEDIUM,Jhn,10,16,G1096,γίνομαι,to be,1,0,γενησεται,there shall be,,289080
MEDIUM,Jhn,10,17,G1473,ἐγώ,I,3,1,με | εγω | μου,me | I | my,ἐγὼ,289090 | 289092 | 289094
MEDIUM,Jhn,10,18,G1683,ἐμαυτοῦ,myself,1,0,εμαυτου,myself,,289113
MEDIUM,Jhn,10,21,G0455,ἀνοίγω,to open,1,0,ανοιγειν,open,,289166
MEDIUM,Jhn,10,22,G1161,δέ,but; and,1,0,δε,And,,289170
MEDIUM,Jhn,10,24,G3004,λέγω,to say,2,1,ελεγον | ειπε,said | tell,ἔλεγον,289198 | 289210
MEDIUM,Jhn,10,24,G1473,ἐγώ,I,2,0,ημων | ημιν,us | us,,289203 | 289211
MEDIUM,Jhn,10,25,G3004,λέγω,to say,1,0,ειπον,I told,,289220
MEDIUM,Jhn,10,25,G1473,ἐγώ,I,3,2,εγω | μου | εμου,I | my | me,ἐγὼ | ἐμοῦ·,289228 | 289231 | 289239
MEDIUM,Jhn,10,26,G1063,γάρ,for,1,0,γαρ,because,,289244
MEDIUM,Jhn,10,26,G1699,ἐμός,my,1,0,εμων,my,,289248
MEDIUM,Jhn,10,26,G3004,λέγω,to say,1,0,ειπον,I said,,289252
MEDIUM,Jhn,10,27,G1699,ἐμός,my,1,0,εμα,My,,289256
MEDIUM,Jhn,10,27,G0191,ἀκούω,to hear,1,0,ακουει,hear,,289259
MEDIUM,Jhn,10,27,G2504,κἀγώ,and + I,1,0,καγω,and I,,289263
MEDIUM,Jhn,10,28,G2504,κἀγώ,and + I,1,0,καγω,And I,,289269
MEDIUM,Jhn,10,28,G0166,αἰώνιος,eternal,1,0,αιωνιον,eternal,,289272
MEDIUM,Jhn,10,28,G2222,ζωή,life,1,0,ζωην,life,,289273
MEDIUM,Jhn,10,29,G3739,ὅς,who; what,1,0,ος,which,,289295
MEDIUM,Jhn,10,29,G3173,μέγας,great,1,0,μειζων,greater than,,289299
MEDIUM,Jhn,10,29,G3956,πᾶς,all,1,0,παντων,all,,289300
MEDIUM,Jhn,10,32,G2041,ἔργον,work,2,1,εργα | εργον,works | works,ἔργον,289332 | 289342
MEDIUM,Jhn,10,32,G1473,ἐγώ,I,2,0,μου | με,my | me,,289336 | 289344
MEDIUM,Jhn,10,33,G4572,σεαυτοῦ,yourself,1,0,σεαυτον,thyself,,289365
MEDIUM,Jhn,10,34,G3004,λέγω,to say,1,0,ειπα,said,,289380
MEDIUM,Jhn,10,35,G3004,λέγω,to say,1,0,ειπεν,he called,,289384
MEDIUM,Jhn,10,37,G1473,ἐγώ,I,2,0,μου | μοι,my | me,,289427 | 289431
MEDIUM,Jhn,10,38,G2579,κἄν,and + if,1,0,καν,though,,289436
MEDIUM,Jhn,10,38,G4100,πιστεύω,to believe,3,1,πιστευητε | πιστευσατε | πιστευσητε,ye believe | believe | believe,"πιστεύητε,",289437 | 289440 | 289446
MEDIUM,Jhn,10,38,G2504,κἀγώ,and + I,1,0,καγω,and I,,289452
MEDIUM,Jhn,10,38,G0846,αὐτός,he,1,0,αυτω,him,,289454
MEDIUM,Jhn,10,39,G0846,αὐτός,he,2,1,αυτον | αυτων,him | their,αὐτῶν,289459 | 289463
MEDIUM,Jhn,10,41,G3004,λέγω,to say,2,1,ελεγον | ειπεν,said | spake,ἔλεγον,289490 | 289499
MEDIUM,Jhn,10,42,G4183,πολύς,many,1,0,πολλοι,many,,289507
MEDIUM,Jhn,10,42,G1519,εἰς,to,1,0,εις,.,,289509
MEDIUM,Jhn,10,42,G0846,αὐτός,he,1,0,αυτον,him,,289510
MEDIUM,Jhn,11,3,G3708,ὁράω,to see,1,0,ιδε,behold,,289559
MEDIUM,Jhn,11,4,G3004,λέγω,to say,1,0,ειπεν,he said,,289567
MEDIUM,Jhn,11,9,G5610,ὥρα,hour,1,0,ωραι,hours,,289651
MEDIUM,Jhn,11,11,G3004,λέγω,to say,2,1,ειπεν | λεγει,said he | he saith,λέγει,289687 | 289691
MEDIUM,Jhn,11,11,G1473,ἐγώ,I,1,0,ημων,Our,,289693
MEDIUM,Jhn,11,12,G3004,λέγω,to say,1,0,ειπον,said,,289705
MEDIUM,Jhn,11,12,G0846,αὐτός,he,1,0,αυτου,his,,289706
MEDIUM,Jhn,11,13,G2046,ἐρέω,to say,1,0,ειρηκει,spake,,289716
MEDIUM,Jhn,11,14,G3004,λέγω,to say,1,0,ειπεν,said,,289732
MEDIUM,Jhn,11,16,G3004,λέγω,to say,2,1,ειπεν | λεγομενος,said | which is called,λεγόμενος,289755 | 289757
MEDIUM,Jhn,11,16,G1473,ἐγώ,I,1,0,ημεις,us,,289762
MEDIUM,Jhn,11,17,G2235,ἤδη,already,1,0,ηδη,already,,289782
MEDIUM,Jhn,11,19,G3588,ὁ,the,3,2,ὁ | των | τας,. | . | .,τῶν | τοῦ,289808 | 289810 | 289811
MEDIUM,Jhn,11,21,G3004,λέγω,to say,1,0,ειπεν,said,,289831
MEDIUM,Jhn,11,21,G1473,ἐγώ,I,1,0,μου,my,,289841
MEDIUM,Jhn,11,21,G0080,ἀδελφός,brother,1,0,αδελφος,brother,,289843
MEDIUM,Jhn,11,22,G1492,εἴδω,to see; to know,1,0,οιδα,I know,,289849
MEDIUM,Jhn,11,24,G1492,εἴδω,to see; to know,1,0,οιδα,I know,,289873
MEDIUM,Jhn,11,25,G3004,λέγω,to say,1,0,ειπεν,said,,289885
MEDIUM,Jhn,11,28,G3778,οὗτος,this,1,0,ταυτα,so,,289941
MEDIUM,Jhn,11,29,G1453,ἐγείρω,to raise up,1,0,εγειρεται,she arose,,289961
MEDIUM,Jhn,11,29,G2064,ἔρχομαι,to come,1,0,ερχεται,came,,289964
